City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
219,Ponta Do Sol,PT,2022-32-09/02/22 21:32:36,32.6667,-17.1,74.03,84,68,4.79,broken clouds
220,Balad,IQ,2022-32-09/02/22 21:32:36,34.0164,44.1453,95.22,11,0,8.97,clear sky
221,Ulaanbaatar,MN,2022-32-09/02/22 21:32:37,47.9077,106.8832,44.73,87,0,0.0,clear sky
222,Kahului,US,2022-32-09/02/22 21:32:37,20.8947,-156.47,87.82,51,20,21.85,few clouds
223,Brokopondo,SR,2022-32-09/02/22 21:32:37,4.75,-55.1667,84.33,68,98,1.99,overcast clouds
224,Manosque,FR,2022-32-09/02/22 21:32:38,43.8288,5.7869,65.55,90,92,4.88,overcast clouds
225,Saint Anthony,US,2022-32-09/02/22 21:32:38,45.0205,-93.218,89.29,51,40,11.5,scattered clouds
226,Bengkulu,ID,2022-28-09/02/22 21:28:11,-3.8004,102.2655,74.57,93,100,8.81,overcast clouds
227,Southbridge,US,2022-33-09/02/22 21:33:39,42.0751,-72.0334,78.26,53,0,2.37,clear sky
228,Podosinovets,RU,2022-33-09/02/22 21:33:39,60.2776,47.0659,42.57,95,100,7.56,overcast clouds
229,Sterling,US,2022-33-09/02/22 21:33:39,39.0062,-77.4286,88.34,50,75,8.05,broken clouds
230,Carutapera,BR,2022-33-09/02/22 21:33:40,-1.195,-46.02,79.27,80,10,10.07,clear sky
231,Albany,US,2022-30-09/02/22 21:30:40,42.6001,-73.9662,78.89,40,1,3.0,clear sky
232,La Rochelle,FR,2022-33-09/02/22 21:33:40,46.1667,-1.15,68.07,88,20,6.91,few clouds
233,Port Hardy,CA,2022-30-09/02/22 21:30:43,50.6996,-127.4199,59.18,88,75,3.44,broken clouds
234,Itoman,JP,2022-33-09/02/22 21:33:40,26.1247,127.6694,79.57,91,75,20.71,light intensity shower rain
235,Isla Vista,US,2022-33-09/02/22 21:33:41,34.4133,-119.861,103.24,43,8,7.27,clear sky
236,Swan Hill,AU,2022-33-09/02/22 21:33:41,-35.3378,143.5544,42.69,79,0,11.79,clear sky
237,Kijang,KR,2022-33-09/02/22 21:33:42,35.2442,129.2139,73.13,89,100,17.96,moderate rain
238,Tuatapere,NZ,2022-33-09/02/22 21:33:42,-46.1333,167.6833,43.02,92,99,6.4,light rain
239,Nikolskoye,RU,2022-33-09/02/22 21:33:42,59.7035,30.7861,45.88,90,100,4.65,overcast clouds
240,Santa Cruz,BO,2022-33-09/02/22 21:33:43,-17.8,-63.1667,78.85,29,75,18.41,broken clouds
241,Lasa,IT,2022-33-09/02/22 21:33:43,46.6166,10.7002,63.48,93,84,2.42,broken clouds
242,Palmer,US,2022-33-09/02/22 21:33:43,42.1584,-72.3287,78.55,45,20,4.61,few clouds
243,Pizarro,CO,2022-33-09/02/22 21:33:44,4.9533,-77.366,79.99,83,59,7.29,broken clouds
244,Saskylakh,RU,2022-33-09/02/22 21:33:44,71.9167,114.0833,36.77,83,100,9.71,overcast clouds
245,Atuona,PF,2022-33-09/02/22 21:33:45,-9.8,-139.0333,77.09,75,33,24.36,light rain
246,Altamont,US,2022-32-09/02/22 21:32:47,42.2068,-121.7372,96.78,11,0,23.02,clear sky
247,Witu,KE,2022-33-09/02/22 21:33:45,-2.3889,40.4382,75.36,81,40,14.18,scattered clouds
248,Pasni,PK,2022-33-09/02/22 21:33:45,25.2631,63.471,79.48,84,61,7.07,broken clouds
249,Antalaha,MG,2022-33-09/02/22 21:33:46,-14.9003,50.2788,68.79,72,14,10.0,few clouds
250,Karratha,AU,2022-33-09/02/22 21:33:46,-20.7377,116.8463,67.19,85,100,2.06,light rain
251,Huty,UA,2022-33-09/02/22 21:33:46,50.1332,35.3439,54.05,47,99,7.09,overcast clouds
252,Grand-Santi,GF,2022-33-09/02/22 21:33:47,4.25,-54.3833,80.49,76,100,2.75,overcast clouds
253,Gambela,ET,2022-33-09/02/22 21:33:47,8.25,34.5833,68.97,95,69,4.47,moderate rain
254,Gubskaya,RU,2022-33-09/02/22 21:33:47,44.3164,40.6358,68.32,74,59,3.38,broken clouds
255,Misratah,LY,2022-33-09/02/22 21:33:48,32.3754,15.0925,81.61,64,0,6.8,clear sky
256,Mareeba,AU,2022-33-09/02/22 21:33:48,-17.0,145.4333,71.44,94,81,2.15,broken clouds
257,Aykhal,RU,2022-33-09/02/22 21:33:48,66.0,111.5,35.08,99,100,17.67,overcast clouds
258,Murdochville,CA,2022-33-09/02/22 21:33:49,48.9583,-65.5006,54.48,61,20,3.49,few clouds
259,Cervo,ES,2022-33-09/02/22 21:33:49,43.6702,-7.4101,59.97,72,1,5.08,clear sky
260,Husavik,IS,2022-33-09/02/22 21:33:49,66.0449,-17.3389,51.1,89,4,3.89,clear sky
261,Balykshi,KZ,2022-33-09/02/22 21:33:50,47.0667,51.8667,77.0,83,17,4.47,mist
262,San Quintin,MX,2022-33-09/02/22 21:33:50,30.4833,-115.95,82.69,57,2,11.45,clear sky
263,Vila Franca Do Campo,PT,2022-33-09/02/22 21:33:50,37.7167,-25.4333,73.2,81,85,6.89,overcast clouds
264,Katsuura,JP,2022-33-09/02/22 21:33:51,35.1333,140.3,76.19,89,93,9.89,overcast clouds
265,Kununurra,AU,2022-31-09/02/22 21:31:45,-15.7667,128.7333,75.18,46,0,11.5,clear sky
266,Nanortalik,GL,2022-33-09/02/22 21:33:51,60.1432,-45.2371,49.73,55,91,19.51,overcast clouds
267,Ko Samui,TH,2022-33-09/02/22 21:33:31,9.5357,99.9357,82.69,77,99,10.49,overcast clouds
268,Saint-Augustin,CA,2022-33-09/02/22 21:33:52,51.226,-58.6502,63.37,50,8,11.03,clear sky
269,Shepsi,RU,2022-33-09/02/22 21:33:52,44.0361,39.1489,76.86,70,57,7.09,broken clouds
270,Rafraf,TN,2022-33-09/02/22 21:33:52,37.1904,10.1837,82.71,80,52,9.06,broken clouds
271,Fortuna,US,2022-33-09/02/22 21:33:53,40.5982,-124.1573,66.92,85,100,8.05,overcast clouds
272,Ereymentau,KZ,2022-34-09/02/22 21:34:53,51.6199,73.1033,70.86,32,49,8.7,scattered clouds
273,Hays,US,2022-34-09/02/22 21:34:53,30.0502,-98.0336,94.23,51,91,1.01,overcast clouds
274,Marsa Matruh,EG,2022-34-09/02/22 21:34:54,31.3525,27.2453,79.0,78,0,5.75,clear sky
275,Am Timan,TD,2022-34-09/02/22 21:34:54,11.0297,20.2827,69.96,93,80,19.69,heavy intensity rain
276,Kudymkar,RU,2022-34-09/02/22 21:34:54,59.0173,54.656,43.05,90,70,8.66,broken clouds
277,Conde,BR,2022-34-09/02/22 21:34:55,-7.2597,-34.9075,74.66,88,75,10.36,broken clouds
278,Llata,PE,2022-34-09/02/22 21:34:55,-9.4167,-76.7833,58.71,60,7,8.88,clear sky
279,Bonfim,BR,2022-34-09/02/22 21:34:55,3.0833,-59.95,81.36,78,100,3.02,moderate rain
280,Pilar,BR,2022-34-09/02/22 21:34:56,-9.5972,-35.9567,73.33,89,4,3.8,clear sky
281,Senneterre,CA,2022-34-09/02/22 21:34:56,48.3835,-77.2328,78.84,55,59,15.37,broken clouds
282,Chinhoyi,ZW,2022-34-09/02/22 21:34:56,-17.3667,30.2,60.58,51,99,5.37,overcast clouds
283,Santa Vitoria Do Palmar,BR,2022-31-09/02/22 21:31:40,-33.5189,-53.3681,47.82,79,9,14.85,clear sky
284,Manokwari,ID,2022-34-09/02/22 21:34:57,-0.8667,134.0833,79.45,76,100,6.13,overcast clouds
285,Kurilsk,RU,2022-34-09/02/22 21:34:57,45.2333,147.8833,59.18,82,59,6.31,broken clouds
286,Narsaq,GL,2022-34-09/02/22 21:34:57,60.9167,-46.05,53.82,80,99,1.9,overcast clouds
287,Vilhena,BR,2022-34-09/02/22 21:34:58,-12.7406,-60.1458,89.82,35,54,9.22,broken clouds
288,La Cruz,MX,2022-34-09/02/22 21:34:58,23.9167,-106.9,88.45,65,99,10.8,overcast clouds
289,Molina,CL,2022-33-09/02/22 21:33:35,-35.1167,-71.2833,64.13,47,0,6.91,clear sky
290,Patea,NZ,2022-34-09/02/22 21:34:58,-39.7583,174.4833,53.69,94,100,13.82,light rain
291,Longhua,CN,2022-34-09/02/22 21:34:59,23.6137,114.1919,70.43,85,10,3.22,clear sky
292,Mango,US,2022-34-09/02/22 21:34:59,27.9797,-82.3065,90.14,83,75,5.99,broken clouds
293,Narasapur,IN,2022-34-09/02/22 21:34:59,16.45,81.6667,79.54,88,23,1.97,few clouds
294,Olinda,BR,2022-35-09/02/22 21:35:00,-8.0089,-34.8553,78.53,73,75,6.91,broken clouds
295,Celestun,MX,2022-35-09/02/22 21:35:00,20.8667,-90.4,81.7,70,98,15.95,overcast clouds
296,Te Anau,NZ,2022-35-09/02/22 21:35:01,-45.4167,167.7167,48.33,75,66,6.89,light rain
297,Axim,GH,2022-35-09/02/22 21:35:01,4.8699,-2.2405,74.16,93,46,5.32,scattered clouds
298,Chifeng,CN,2022-35-09/02/22 21:35:02,42.2683,118.9636,58.5,50,9,4.43,clear sky
299,Caluquembe,AO,2022-35-09/02/22 21:35:02,-13.7833,14.6833,62.24,22,2,2.3,clear sky
300,Moose Factory,CA,2022-35-09/02/22 21:35:03,51.2585,-80.6094,85.98,48,0,29.93,clear sky
301,La Esperanza,GT,2022-35-09/02/22 21:35:03,14.8667,-91.5667,66.92,88,75,6.91,broken clouds
302,Kokuy,RU,2022-35-09/02/22 21:35:03,52.2037,117.5529,53.02,74,31,3.33,scattered clouds
303,Tautira,PF,2022-35-09/02/22 21:35:04,-17.7333,-149.15,77.56,72,28,19.19,scattered clouds
304,Traverse City,US,2022-35-09/02/22 21:35:04,44.7631,-85.6206,86.11,52,75,16.11,broken clouds
305,Severo-Yeniseyskiy,RU,2022-35-09/02/22 21:35:05,60.3725,93.0408,32.79,99,43,2.57,scattered clouds
306,Goundam,ML,2022-35-09/02/22 21:35:05,16.4145,-3.6708,86.54,56,50,8.57,light rain
307,Magdalena,PH,2022-35-09/02/22 21:35:06,14.1999,121.429,73.35,95,100,4.41,heavy intensity rain
308,Angoche,MZ,2022-35-09/02/22 21:35:06,-16.2325,39.9086,70.52,69,1,7.31,clear sky
309,Jibuti,DJ,2022-35-09/02/22 21:35:07,11.5,42.5,81.73,66,4,10.78,clear sky
310,Chaozhou,CN,2022-35-09/02/22 21:35:08,23.6651,116.6379,75.06,69,0,7.52,clear sky
311,Oranjemund,NA,2022-35-09/02/22 21:35:08,-28.55,16.4333,52.07,81,0,3.27,clear sky
312,Uvalde,US,2022-35-09/02/22 21:35:08,29.3669,-99.767,91.31,37,40,9.22,scattered clouds
313,Elliot Lake,CA,2022-35-09/02/22 21:35:09,46.3834,-82.6331,78.62,57,77,9.91,broken clouds
314,Iqaluit,CA,2022-30-09/02/22 21:30:13,63.7506,-68.5145,38.93,100,100,9.22,light rain
315,Phuket,TH,2022-35-09/02/22 21:35:09,8.0,98.25,86.13,93,40,0.0,moderate rain
316,Havre-Saint-Pierre,CA,2022-35-09/02/22 21:35:10,50.2334,-63.5986,55.76,76,75,16.11,broken clouds
317,Atar,MR,2022-35-09/02/22 21:35:10,20.5169,-13.0499,84.67,47,100,4.36,overcast clouds
318,Souillac,MU,2022-36-09/02/22 21:36:10,-20.5167,57.5167,70.18,73,20,8.05,few clouds
319,Dariba,IN,2022-36-09/02/22 21:36:11,24.95,74.1333,77.76,82,77,4.32,broken clouds
320,Tabou,CI,2022-36-09/02/22 21:36:11,4.423,-7.3528,74.88,91,15,5.66,few clouds
321,Dombarovskiy,RU,2022-36-09/02/22 21:36:11,50.7587,59.5386,80.1,21,70,13.73,broken clouds
322,Dukat,RU,2022-36-09/02/22 21:36:12,62.55,155.55,52.93,68,64,9.82,broken clouds
323,Lincolnia,US,2022-36-09/02/22 21:36:03,40.8,-96.667,96.71,36,0,8.05,clear sky
324,San Matias,BO,2022-36-09/02/22 21:36:12,-16.3667,-58.4,91.44,23,29,3.44,scattered clouds
325,Carnarvon,AU,2022-35-09/02/22 21:35:11,-24.8667,113.6333,64.99,76,5,11.18,clear sky
326,Okha,RU,2022-36-09/02/22 21:36:13,53.5739,142.9478,58.98,79,0,13.11,clear sky
327,Katherine,AU,2022-36-09/02/22 21:36:13,-14.4667,132.2667,71.92,56,3,11.5,clear sky
328,Onalaska,US,2022-36-09/02/22 21:36:13,43.8844,-91.2351,86.29,62,20,13.8,few clouds
329,Balkanabat,TM,2022-36-09/02/22 21:36:14,39.5108,54.3671,88.54,11,0,16.08,clear sky
330,Cherskiy,RU,2022-36-09/02/22 21:36:14,68.75,161.3,40.98,81,100,9.62,light rain
331,Weinan,CN,2022-36-09/02/22 21:36:14,34.5036,109.5089,68.11,73,100,1.5,overcast clouds
332,Hami,CN,2022-36-09/02/22 21:36:15,42.8,93.45,70.2,19,1,6.06,clear sky
333,Dingle,PH,2022-36-09/02/22 21:36:15,10.9995,122.6711,76.71,91,100,5.5,overcast clouds
334,Foumban,CM,2022-36-09/02/22 21:36:15,5.7291,10.9001,61.57,91,100,1.39,overcast clouds
335,Cidreira,BR,2022-36-09/02/22 21:36:16,-30.1811,-50.2056,58.32,84,92,14.27,overcast clouds
336,Nizwa,OM,2022-36-09/02/22 21:36:16,22.9333,57.5333,82.42,52,49,1.16,scattered clouds
337,Prince Rupert,CA,2022-36-09/02/22 21:36:14,54.3161,-130.3201,64.49,82,40,24.16,scattered clouds
338,Rezekne,LV,2022-36-09/02/22 21:36:17,56.5,27.3167,44.06,85,86,3.36,overcast clouds
339,Hobyo,SO,2022-36-09/02/22 21:36:17,5.3505,48.5268,75.4,80,74,25.23,broken clouds
340,Asau,RO,2022-36-09/02/22 21:36:17,46.4333,26.4,52.72,97,100,3.91,overcast clouds
341,Lakki Marwat,PK,2022-36-09/02/22 21:36:18,32.6079,70.9114,90.54,46,0,3.74,clear sky
342,Madaoua,NE,2022-36-09/02/22 21:36:18,14.073,5.96,80.58,68,92,13.11,overcast clouds
343,Palu,ID,2022-36-09/02/22 21:36:18,-0.8917,119.8707,74.77,94,56,3.11,broken clouds
344,Huangzhai,CN,2022-36-09/02/22 21:36:19,38.0751,112.6595,63.01,75,100,1.59,moderate rain
345,Lagos,NG,2022-33-09/02/22 21:33:28,6.5833,3.75,80.92,95,100,0.27,overcast clouds
346,Bathsheba,BB,2022-36-09/02/22 21:36:19,13.2167,-59.5167,86.61,66,20,11.5,few clouds
347,Talnakh,RU,2022-36-09/02/22 21:36:19,69.4865,88.3972,40.46,80,99,1.63,overcast clouds
348,Praia,CV,2022-36-09/02/22 21:36:20,14.9215,-23.5087,77.54,94,75,5.75,light rain
349,Yurga,RU,2022-36-09/02/22 21:36:20,55.7231,84.8861,41.76,84,6,3.76,clear sky
350,Iquitos,PE,2022-36-09/02/22 21:36:20,-3.7481,-73.2472,93.24,52,40,4.61,light rain
351,Adrar,MR,2022-36-09/02/22 21:36:21,20.5022,-10.0711,98.19,18,100,7.29,overcast clouds
352,Bambous Virieux,MU,2022-36-09/02/22 21:36:21,-20.3428,57.7575,70.05,73,20,8.05,few clouds
353,San Lawrenz,MT,2022-36-09/02/22 21:36:21,36.0553,14.204,78.85,85,90,5.21,overcast clouds
354,Pundaguitan,PH,2022-36-09/02/22 21:36:22,6.3711,126.1689,82.96,73,99,4.47,overcast clouds
355,Pangkalanbuun,ID,2022-36-09/02/22 21:36:22,-2.6833,111.6167,73.58,99,100,1.86,overcast clouds
356,Morondava,MG,2022-36-09/02/22 21:36:23,-20.2833,44.2833,69.35,71,17,5.86,few clouds
357,Punta Arenas,CL,2022-36-09/02/22 21:36:23,-53.15,-70.9167,44.62,87,75,19.57,broken clouds
358,Rawson,AR,2022-36-09/02/22 21:36:23,-43.3002,-65.1023,59.74,37,0,9.53,clear sky
359,Portland,US,2022-35-09/02/22 21:35:58,45.5234,-122.6762,92.86,41,20,4.61,smoke
360,Otjimbingwe,NA,2022-36-09/02/22 21:36:24,-22.35,16.1333,66.83,43,0,0.31,clear sky
361,Coahuayana,MX,2022-36-09/02/22 21:36:24,18.7333,-103.6833,89.51,61,98,9.06,overcast clouds
362,Kampene,CD,2022-36-09/02/22 21:36:24,-3.6,26.6667,66.74,99,100,1.63,overcast clouds
363,Zomin,UZ,2022-36-09/02/22 21:36:25,39.9606,68.3958,70.86,21,0,3.53,clear sky
364,Lata,PT,2022-36-09/02/22 21:36:25,40.1629,-8.3327,57.78,99,30,2.75,scattered clouds
365,Kondinskoye,RU,2022-36-09/02/22 21:36:25,59.6481,67.41,57.96,88,100,7.52,overcast clouds
366,Tuktoyaktuk,CA,2022-37-09/02/22 21:37:26,69.4541,-133.0374,60.8,77,40,6.91,scattered clouds
367,Mount Isa,AU,2022-37-09/02/22 21:37:26,-20.7333,139.5,56.97,67,100,17.27,overcast clouds
368,Umea,SE,2022-37-09/02/22 21:37:26,63.8284,20.2597,44.91,87,100,4.61,overcast clouds
369,Bluff,NZ,2022-35-09/02/22 21:35:11,-46.6,168.3333,43.56,88,97,15.64,moderate rain
370,Mukhen,RU,2022-37-09/02/22 21:37:27,48.1,136.1,58.14,77,3,4.9,clear sky
371,Horasan,TR,2022-37-09/02/22 21:37:27,40.0458,42.1728,65.53,30,18,2.01,few clouds
372,Honiara,SB,2022-37-09/02/22 21:37:28,-9.4333,159.95,81.88,76,25,7.07,scattered clouds
373,Namibe,AO,2022-37-09/02/22 21:37:28,-15.1961,12.1522,62.92,86,100,6.2,overcast clouds
374,Kudahuvadhoo,MV,2022-37-09/02/22 21:37:28,2.6708,72.8944,81.97,74,8,18.32,clear sky
375,Shingu,JP,2022-37-09/02/22 21:37:29,33.7333,135.9833,77.27,90,19,5.73,few clouds
376,Shira,RU,2022-37-09/02/22 21:37:29,54.4911,89.9531,42.31,82,83,2.84,broken clouds
377,Villa Del Rosario,CO,2022-37-09/02/22 21:37:29,7.8339,-72.4742,84.58,58,40,13.8,scattered clouds
378,Kishtwar,IN,2022-37-09/02/22 21:37:30,33.3167,75.7667,62.58,91,19,1.66,few clouds
379,Bayanday,RU,2022-37-09/02/22 21:37:30,53.0661,105.5139,52.3,77,100,4.94,overcast clouds
380,Wanning,CN,2022-37-09/02/22 21:37:30,18.8003,110.3967,78.58,90,100,3.8,overcast clouds
381,Macklin,CA,2022-37-09/02/22 21:37:31,52.3334,-109.9348,82.74,22,0,10.45,clear sky
382,Wajima,JP,2022-37-09/02/22 21:37:31,37.4,136.9,73.44,74,100,9.55,light rain
383,Aklavik,CA,2022-37-09/02/22 21:37:31,68.2191,-135.0107,66.2,48,20,5.75,few clouds
384,Ulaangom,MN,2022-37-09/02/22 21:37:32,49.9811,92.0667,59.09,46,71,3.51,broken clouds
385,Sitka,US,2022-37-09/02/22 21:37:32,57.0531,-135.33,62.49,72,100,11.5,light rain
386,Port Macquarie,AU,2022-37-09/02/22 21:37:32,-31.4333,152.9167,57.09,94,100,14.97,light rain
387,Alenquer,BR,2022-37-09/02/22 21:37:33,-1.9417,-54.7383,85.91,51,85,4.83,overcast clouds
388,Waingapu,ID,2022-37-09/02/22 21:37:33,-9.6567,120.2641,76.26,86,32,8.1,scattered clouds
389,Shieli,KZ,2022-37-09/02/22 21:37:33,44.1667,66.75,80.38,20,0,8.48,clear sky
390,Caravelas,BR,2022-37-09/02/22 21:37:34,-17.7125,-39.2481,69.84,70,93,4.92,overcast clouds
391,Erenhot,CN,2022-37-09/02/22 21:37:34,43.6475,111.9767,65.43,51,99,19.82,light rain
392,Elko,US,2022-37-09/02/22 21:37:34,41.0002,-115.5012,98.64,9,1,5.01,clear sky
393,Ambon,ID,2022-37-09/02/22 21:37:35,-3.6954,128.1814,76.23,16,40,4.61,scattered clouds
394,Kishi,NG,2022-37-09/02/22 21:37:35,9.0833,3.85,69.82,95,100,3.02,overcast clouds
395,Matay,EG,2022-37-09/02/22 21:37:35,28.419,30.7792,81.57,52,0,19.73,clear sky
396,Tiksi,RU,2022-37-09/02/22 21:37:36,71.6872,128.8694,39.2,87,100,12.21,light rain
397,Corner Brook,CA,2022-37-09/02/22 21:37:36,48.9667,-57.9484,66.36,77,78,6.71,broken clouds
398,Richmond Hill,CA,2022-35-09/02/22 21:35:15,43.8711,-79.4372,80.78,54,99,9.01,overcast clouds
399,New Norfolk,AU,2022-37-09/02/22 21:37:37,-42.7826,147.0587,40.71,75,16,2.13,few clouds
400,Merauke,ID,2022-33-09/02/22 21:33:03,-8.4667,140.3333,78.76,84,12,6.91,few clouds
401,Tukrah,LY,2022-37-09/02/22 21:37:37,32.5341,20.5791,79.52,75,14,6.08,few clouds
402,Samastipur,IN,2022-37-09/02/22 21:37:37,25.85,85.7833,82.45,78,100,5.57,overcast clouds
403,Moussoro,TD,2022-37-09/02/22 21:37:38,13.6408,16.4901,85.86,61,32,14.07,scattered clouds
404,Cusuna,HN,2022-37-09/02/22 21:37:38,15.85,-85.2333,86.76,58,100,12.46,overcast clouds
405,Yekaterinogradskaya,RU,2022-37-09/02/22 21:37:38,43.7635,44.2317,75.7,50,29,3.69,scattered clouds
406,Mehamn,NO,2022-37-09/02/22 21:37:38,71.0357,27.8492,44.55,76,75,13.8,broken clouds
407,Chake Chake,TZ,2022-37-09/02/22 21:37:39,-5.2459,39.7666,71.94,85,58,9.08,broken clouds
408,Chak Jhumra,PK,2022-37-09/02/22 21:37:39,31.5678,73.1835,86.5,47,0,4.99,clear sky
409,Ranong,TH,2022-37-09/02/22 21:37:39,9.9658,98.6348,78.75,89,100,5.08,overcast clouds
410,Maldonado,UY,2022-34-09/02/22 21:34:26,-34.6667,-54.9167,48.22,74,1,13.06,clear sky
411,Jumla,NP,2022-38-09/02/22 21:38:40,29.2747,82.1838,59.07,93,75,1.28,broken clouds
412,Puerto Carreno,CO,2022-38-09/02/22 21:38:40,6.189,-67.4859,85.98,70,40,5.75,thunderstorm
413,Ekibastuz,KZ,2022-38-09/02/22 21:38:41,51.6667,75.3667,73.78,42,97,8.97,overcast clouds
414,Hearst,CA,2022-38-09/02/22 21:38:41,49.6835,-83.6665,77.25,55,99,17.45,overcast clouds
415,Tharad,IN,2022-38-09/02/22 21:38:41,24.3961,71.6267,83.37,74,99,6.55,overcast clouds
416,Beipiao,CN,2022-38-09/02/22 21:38:42,41.7919,120.7792,56.7,75,77,2.26,broken clouds
417,Tromso,NO,2022-34-09/02/22 21:34:57,69.6496,18.957,44.62,76,75,8.05,broken clouds
418,Goderich,CA,2022-38-09/02/22 21:38:42,43.7501,-81.7165,81.91,47,100,13.8,overcast clouds
419,Owando,CG,2022-38-09/02/22 21:38:42,-0.4819,15.8999,68.36,98,100,2.28,overcast clouds
420,Jiuquan,CN,2022-38-09/02/22 21:38:43,39.7432,98.5174,66.67,29,61,21.07,broken clouds
421,Tilaran,CR,2022-38-09/02/22 21:38:43,10.4703,-84.9671,76.5,83,76,6.4,broken clouds
422,Pisco,PE,2022-38-09/02/22 21:38:43,-13.7,-76.2167,64.45,68,0,9.22,clear sky
423,Pingxiang,CN,2022-38-09/02/22 21:38:44,27.6167,113.85,65.68,83,68,0.81,broken clouds
424,Lagoa,PT,2022-38-09/02/22 21:38:44,39.05,-27.9833,70.84,77,44,14.54,scattered clouds
425,Olafsvik,IS,2022-38-09/02/22 21:38:44,64.8945,-23.7142,48.43,87,34,12.01,scattered clouds
426,Horsham,GB,2022-38-09/02/22 21:38:45,51.064,-0.3272,66.72,84,0,3.44,clear sky
427,Constitucion,CL,2022-38-09/02/22 21:38:45,-35.3333,-72.4167,56.64,67,0,10.27,clear sky
428,Turinskaya Sloboda,RU,2022-38-09/02/22 21:38:45,57.6232,64.3858,59.41,92,72,7.43,broken clouds
429,Calafell,ES,2022-38-09/02/22 21:38:46,41.2,1.5683,79.12,88,92,4.0,overcast clouds
430,Cuamba,MZ,2022-38-09/02/22 21:38:46,-14.8031,36.5372,62.11,72,4,3.15,clear sky
431,Sheltozero,RU,2022-38-09/02/22 21:38:46,61.3667,35.3667,44.02,88,60,13.15,broken clouds
432,Rapid Valley,US,2022-38-09/02/22 21:38:47,44.0625,-103.1463,88.77,27,0,9.22,clear sky
433,Ostrovnoy,RU,2022-38-09/02/22 21:38:47,68.0531,39.5131,47.68,95,100,28.23,light rain
434,Namie,JP,2022-38-09/02/22 21:38:47,37.4833,141.0,72.72,92,71,3.76,broken clouds
435,Kapit,MY,2022-38-09/02/22 21:38:48,2.0167,112.9333,74.43,100,100,0.36,overcast clouds
436,Pingliang,CN,2022-38-09/02/22 21:38:48,35.5392,106.6861,60.3,89,100,6.24,overcast clouds
437,Soto,AR,2022-38-09/02/22 21:38:48,-32.8107,-61.4026,63.03,26,0,7.56,clear sky
438,Saint-Joseph,RE,2022-38-09/02/22 21:38:49,-21.3667,55.6167,62.98,81,65,12.46,light rain
